"Metabolite_name","Type","Alignment_ID","Average_Rt(min)","Average_Mz","Adduct_type","Post_curation_result","Fill_percent","MS.MS_assigned","Reference_RT","Reference_m.z","Formula","Ontology","Annotation_tag_(VS1.0)","RT_matched","m.z_matched","MS.MS_matched","Comment","Manually_modified_for_quantification","Manually_modified_for_annotation","Isotope_tracking_parent_ID","Isotope_tracking_weight_number","RT_similarity","m.z_similarity","Simple_dot_product","Weighted_dot_product","Reverse_dot_product","Matched_peaks_count","Matched_peaks_percentage","Total_score","S.N_average","Spectrum_reference_file_name","MS1_isotopic_spectrum","MS.MS_spectrum","Blank_1_1","Blank_1","Blank_2_1","Blank_2","Sample.Avg","Sample.Std","Isotope_tracking_weight_number2","HRF_Score","SI","P12_B_001","P12_D1_001","P12_D2_001","P12_D3_001","P14_B_001","P14_D1_001","P14_D2_001","P14_D3_001","P15_B_001","P15_D1_001","P15_D2_001","P15_D3_001","P16_B_001","P16_D1_001","P16_D2_001","P16_D3_001","QCB_001","QCB_002","QCP_001","QCP_002","Spk1_001","Spk2_002","QC_Pooled_Avg","QC_Blank_Avg","Solvent_Blank_Avg","LOD_pre_solv_sub","QC_Pool_Blank_Sub","QC_Pool_Blank_Ratio","SMILES","INCHIKEY"
"Cholesta-3,5-diene","EI","910","18.252",368.3443,NA,NA,NA,NA,NA,"160.12468","C27 H44",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.963",NA,NA,NA,NA,3174,NA,NA,NA,NA,NA,NA,"99.9","816",0.00132587419954787,0.00931999640264647,0.00521254589289396,0.00549058912703994,0.000309985739472538,0.0190031347188909,0.0129485566314715,0.0157778810878101,0.00158898580459941,0.00461714671161375,0.00535889419375794,0.00596054150974063,0.000828100995114181,0.00804796393902352,NA,0.00919510600965444,NA,0.000641530070793842,NA,0.00916136405331404,0,0,0.00916136405331404,0.000641530070793842,0,6.19971478945076e-05,0.0085198339825202,0.070025606128137,"CC(C)CCCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC=C4)C)C","RLHIRZFWJBOHHD-HKQCOZBKSA-N"
"Cholesterol","EI","895","17.889",386.35477,NA,NA,NA,NA,NA,"353.32022","C27 H46 O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.975",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"99.9","876",0.0132853211122041,0.139749101675189,0.0625582067025244,0.0791278618460105,7.76700927435963e-05,0.231746675744256,0.23920078292637,0.299889361551235,0.000607848967886782,0.0463669196560512,0.0387515176995226,0.0663447580534048,0.000355871839132857,0.189632145984386,NA,0.276260355385255,NA,0.000770076922144837,NA,0.127956937228851,0,0,0.127956937228851,0.000770076922144837,0,1.55340185487193e-05,0.127186860306706,0.00601825066168593,"CC(C)CCCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C","HVYWMOMLDIMFJA-DPAQBDIFSA-N"
"cis-11-Hexadecenal","EI","310","10.852",166.1721,NA,NA,NA,NA,NA,"83.08549","C16 H30 O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.947","1960","155",NA,NA,134772,NA,NA,NA,NA,NA,NA,"99.2","749",0.982528684681129,1.21691271743775,0.728799734825357,1.03488091432955,0.804103033918856,0.715526098471152,0.944833992863699,0.68455555074177,0.81553555951334,0.231061351520279,0.0662795112146307,0.136232731410565,1.51010288495506,0.213155345083656,NA,0.0724073057153122,NA,0.806340831841125,NA,0.450532381804336,0,0.0254472482195931,0.450532381804336,0.806340831841125,0.0254472482195931,0.0132559022429261,0,1.78975111314266,"CCCCC=CCCCCCCCCCC=O","AMTITFMUKRZZEE-WAYWQWQTSA-N"
"cis-7-Hexadecenoic acid","EI","931","19.241",193.15924,NA,NA,NA,NA,NA,"127.07544","C16 H30 O2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.919",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100","594",0.000646301076533676,0.00532802532447132,0.000980660101323145,0.00175452735591456,NA,0.0334187462726963,0.0160614487785011,0.0143178853954119,0.000817080384808277,0.00630906118727867,0.00705210903111187,0.0146228855774134,0.00427838426989035,0.0149576792943568,NA,0.0300163397429696,NA,0.000166955366069647,NA,0.00682528302768056,0,5.08105103028505e-05,0.00682528302768056,0.000166955366069647,5.08105103028505e-05,3.33910732139294e-05,0.00665832766161091,0.0244613103064802,"CCCCCCCCC=CCCCCCC(=O)O","PJHOFUXBXJNUAC-KTKRTIGZSA-N"
"cis-9-Hexadecenoic acid, heptyl ester","EI","955","21.236",236.214,NA,NA,NA,NA,NA,"84.05695","C23 H44 O2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.938",NA,NA,NA,NA,2026,NA,NA,NA,NA,NA,NA,"99.9","689",0.00541975635857819,0.0178884192627317,0.00471691060236644,0.00300125113012667,NA,0.0362922279906092,0.0146290825537502,0.0144227989788374,0.00403290385943199,0.0144922835613278,0.0146272136267095,0.0312403280374333,NA,0.0235672952787369,NA,0.0387966487669046,NA,0.000242568209545818,NA,0.0114831165292889,0,0,0.0114831165292889,0.000242568209545818,0,4.85136419091636e-05,0.0112405483197431,0.0211239003738334,"CCCCCCCOC(=O)CCCCCCCC=CCCCCCC","CTVPIRVYDMQPJY-QXMHVHEDSA-N"
"cis-9-Hexadecenoic acid, heptyl ester","EI","892","17.795",236.2141,NA,NA,NA,NA,NA,"96.05695","C23 H44 O2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.962",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"99.9","811",0.0013177608278663,0.00783128156943549,0.00177624055134211,0.00346734276399302,8.07316167702568e-05,0.0367547983888763,0.0163187264073527,0.0152718041192929,0.00115315042280597,0.00754266125744208,NA,0.0245555252755251,0.00705531352866883,0.0206061872015816,NA,0.0336246725567381,NA,0.000520107986379553,NA,0.00973025728771572,0,0,0.00973025728771572,0.000520107986379553,0,1.61463233540514e-05,0.00921014930133617,0.0534526447760205,"CCCCCCCOC(=O)CCCCCCCC=CCCCCCC","CTVPIRVYDMQPJY-QXMHVHEDSA-N"
"cis-9-Hexadecenoic acid, heptyl ester","EI","930","19.24",418.99579,NA,NA,NA,NA,NA,"96.05695","C23 H44 O2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.916",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"93.1","718",0.000814129901436498,0.00671961569208041,0.00138629899838613,0.00198219650962092,0.000216133305445165,0.0442030085008916,0.0209415783746983,0.0190405187703282,0.000761538954134571,0.00669648444525889,0.0100278898158935,0.0190525973766076,0.00672479273048338,0.0228699234167047,NA,0.0396665195509428,NA,0.000687590183807196,NA,0.0112325573715568,0,0,0.0112325573715568,0.000687590183807196,0,4.3226661089033e-05,0.0105449671877496,0.0612140371121824,"CCCCCCCOC(=O)CCCCCCCC=CCCCCCC","CTVPIRVYDMQPJY-QXMHVHEDSA-N"
"Crotonic acid butyl ester","EI","398","11.807",149.13304,NA,NA,NA,NA,NA,"70.07328","C8 H14 O2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.925","2080",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"94.5","735",0.0467582036359509,0.020809012375248,0.0154202127634976,NA,NA,0.153366213944596,0.0915032733373452,0.108088276352413,0.00222736353831883,0.0100655705473255,0.00694640613674376,0.0249548040680419,0.035609927229969,0.00889333448957013,NA,0.0141859629925809,NA,0.00390223986867549,NA,0.0288102301976733,0,0,0.0288102301976733,0.00390223986867549,0,0.000445472707663766,0.0249079903289978,0.135446327290736,"CCCCOC(=O)C=CC","GWCTUKHUBWMAMI-GQCTYLIASA-N"
"Cyclic octaatomic sulfur","EI","410","11.892",255.77656,NA,NA,NA,NA,NA,"63.94359","S8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.968","2091","42",NA,NA,NA,NA,NA,NA,NA,NA,NA,"95.5","928",0.0363205556075448,0.00406153147254689,NA,0.00556988064035945,0.123744022631609,NA,0.257013117663864,0.048169794939608,2.31739645105475e-05,0.000728296753605772,0.000103136778209526,0.000576572068391536,0.161401792411021,NA,NA,NA,NA,0.13253125182431,NA,0.0376126479660829,0,0,0.0376126479660829,0.13253125182431,0,4.6347929021095e-06,0,3.52358206590027,"S1SSSSSSS1","JLQNHALFVCURHW-UHFFFAOYSA-N"
"Cyclodecasiloxane, eicosamethyl-","EI","933","19.295",532.99158,NA,NA,NA,NA,NA,"151.04178","C20 H60 O10 Si10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.912",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"99","578",NA,NA,NA,0.000133857225048173,0.000223208255926943,0.0214983185559664,0.031776628918431,0.0143582497832317,NA,NA,0.000313839521422852,NA,0.0256998488246129,0.0202757352534578,NA,0.0127237882657715,NA,0.000274930707251279,NA,NA,0,0,0,0.000274930707251279,0,2.67714450096346e-05,0,Inf,"C[Si]1(O[Si](O[Si](O[Si](O[Si](O[Si](O[Si](O[Si](O[Si](O[Si](O1)(C)C)(C)C)(C)C)(C)C)(C)C)(C)C)(C)C)(C)C)(C)C)C","CDNNKGWZSNSADW-UHFFFAOYSA-N"
"Cyclodecasiloxane, eicosamethyl-","EI","927","19.091",503.10809,NA,NA,NA,NA,NA,"355.06998","C20 H60 O10 Si10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.938",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.6","720",0.00999764808522382,0.0158802453554221,0.0151793060602384,NA,NA,0.0307650395474161,0.376765778580156,0.0996481166841997,0.0852258843356047,0.167946084584682,0.233245897905135,0.334730608333374,0.0655153751092521,0.0284867274469877,NA,0.136694011311174,NA,NA,NA,0.0479918215334308,0,0.000806961282391149,0.0479918215334308,0,0.000806961282391149,0.00199952961704476,0.0479918215334308,0,"C[Si]1(O[Si](O[Si](O[Si](O[Si](O[Si](O[Si](O[Si](O[Si](O[Si](O1)(C)C)(C)C)(C)C)(C)C)(C)C)(C)C)(C)C)(C)C)(C)C)C","CDNNKGWZSNSADW-UHFFFAOYSA-N"
"Cyclodecasiloxane, eicosamethyl-","EI","384","11.689",577.12659,NA,NA,NA,NA,NA,"534.97028","C20 H60 O10 Si10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.908","2065","30",NA,NA,14983,NA,NA,NA,NA,NA,NA,"99.8","544",0.228219828266645,0.284287161117147,0.258637405789602,0.2297496826513,0.252423890898604,0.222293756495159,1.61487253132009,1.2509374784102,0.454014516856127,0.291270959704907,0.36683530385276,0.398374587775064,1.06271009097525,0.157087804369271,NA,0.749160454224192,NA,0.378703012946028,NA,0.604131738385062,0,0.00075466282872802,0.604131738385062,0.378703012946028,0.00075466282872802,0.0314175608738541,0.225428725439034,0.626855019996731,"C[Si]1(O[Si](O[Si](O[Si](O[Si](O[Si](O[Si](O[Si](O[Si](O[Si](O1)(C)C)(C)C)(C)C)(C)C)(C)C)(C)C)(C)C)(C)C)(C)C)C","CDNNKGWZSNSADW-UHFFFAOYSA-N"
"Cyclodecasiloxane, eicosamethyl-","EI","333","11.14",503.10806,NA,NA,NA,NA,NA,"430.08832","C20 H60 O10 Si10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.903","1993","42",NA,NA,8448,NA,NA,NA,NA,NA,NA,"100","515",0.00954329927105569,0.0173903280810391,0.0178099086054896,0.0145756203139697,0.0276935429885568,0.298362231158778,0.367223255587772,0.305608194782525,0.013414808892462,0.00969295287413728,0.00921727832798902,0.0104787644245788,0.0425430078099031,0.119430574549682,NA,0.180833532790852,NA,0.0380993399731311,NA,0.0747211009342595,0,0.00159865736808611,0.0747211009342595,0.0380993399731311,0.00159865736808611,0.0018434556655978,0.0366217609611284,0.509887294174792,"C[Si]1(O[Si](O[Si](O[Si](O[Si](O[Si](O[Si](O[Si](O[Si](O[Si](O1)(C)C)(C)C)(C)C)(C)C)(C)C)(C)C)(C)C)(C)C)(C)C)C","CDNNKGWZSNSADW-UHFFFAOYSA-N"
"Cyclodecasiloxane, eicosamethyl-","EI","797","16.105",607.17334,NA,NA,NA,NA,NA,"164.0602","C20 H60 O10 Si10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.912","2822","787",NA,NA,656,NA,NA,NA,NA,NA,NA,"98.9","581",NA,3.62846192049058e-05,NA,4.2784997397284e-05,0.00220391139280562,0.316870337968915,0.438172280273052,0.279559747426044,0.000307031253467377,4.29111016854464e-05,0.000108725990116586,NA,NA,0.163951410150447,NA,0.275361839298624,NA,0.00273515788746947,NA,0.0640989573592032,0,2.56256912047999e-05,0.0640989573592032,0.00273515788746947,2.56256912047999e-05,7.25692384098116e-06,0.0613637994717337,0.0426708639290645,"C[Si]1(O[Si](O[Si](O[Si](O[Si](O[Si](O[Si](O[Si](O[Si](O[Si](O1)(C)C)(C)C)(C)C)(C)C)(C)C)(C)C)(C)C)(C)C)(C)C)C","CDNNKGWZSNSADW-UHFFFAOYSA-N"
"Cyclodecasiloxane, eicosamethyl-","EI","667","14.769",516.96039,NA,NA,NA,NA,NA,"311.09811","C20 H60 O10 Si10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.91","2557","522",NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.9","569",5.59028161561257e-05,2.70031003077971e-05,0.00013112805944705,0.000164450552962987,0.0813546755003212,1.55888289693965,2.00087048890348,1.43076449051221,0.00277675451638694,0.000577888323355979,0.000246839283090419,7.57720200612747e-05,1.68030640694085,0.706566326637388,NA,1.13514759844357,NA,0.0756664799258563,NA,0.346316796497294,0,6.67921241725106e-05,0.346316796497294,0.0756664799258563,6.67921241725106e-05,5.40062006155942e-06,0.270650316571438,0.218489200325135,"C[Si]1(O[Si](O[Si](O[Si](O[Si](O[Si](O[Si](O[Si](O[Si](O[Si](O1)(C)C)(C)C)(C)C)(C)C)(C)C)(C)C)(C)C)(C)C)(C)C)C","CDNNKGWZSNSADW-UHFFFAOYSA-N"
"Cyclodecasiloxane, eicosamethyl-","EI","601","14.013",503.10806,NA,NA,NA,NA,NA,"238.07895","C20 H60 O10 Si10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.911","2420","385",NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.7","581",0.000225850266305175,0.000276329176615295,0.00020871558678445,0.00031049944749363,0.137298289945878,1.0279981894,1.24410100236458,1.01086582823933,0.00232034471192955,0.000765561657701028,0.000373633543145552,0.000793889594926575,0.992874178888696,0.530625916768078,NA,0.805933601705743,NA,0.0806413484394114,NA,0.298423194388108,0,0.000139095149679387,0.298423194388108,0.0806413484394114,0.000139095149679387,4.17431173568899e-05,0.217781845948697,0.270224801409153,"C[Si]1(O[Si](O[Si](O[Si](O[Si](O[Si](O[Si](O[Si](O[Si](O[Si](O1)(C)C)(C)C)(C)C)(C)C)(C)C)(C)C)(C)C)(C)C)(C)C)C","CDNNKGWZSNSADW-UHFFFAOYSA-N"
"Cyclodecasiloxane, eicosamethyl-","EI","906","18.199",592.95831,NA,NA,NA,NA,NA,"429.08871","C20 H60 O10 Si10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.934",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"99.2","686",0.0129204360641153,0.0253691960004099,0.0280237927547739,0.0319457813170656,0.00587218317278341,0.12850775450879,0.780611873978032,0.264536499990966,0.190630490343336,0.305921901418519,0.412419334314316,0.548402314130497,0.237544535144102,0.104493114275235,NA,0.363224784854994,NA,0.0113469690501379,NA,0.156757702965298,0,0,0.156757702965298,0.0113469690501379,0,0.00117443663455668,0.14541073391516,0.0723854001142758,"C[Si]1(O[Si](O[Si](O[Si](O[Si](O[Si](O[Si](O[Si](O[Si](O[Si](O1)(C)C)(C)C)(C)C)(C)C)(C)C)(C)C)(C)C)(C)C)(C)C)C","CDNNKGWZSNSADW-UHFFFAOYSA-N"
"Cyclodecasiloxane, eicosamethyl-","EI","684","14.952",532.99158,NA,NA,NA,NA,NA,"279.07196","C20 H60 O10 Si10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.942","2591","556",NA,NA,1159,NA,NA,NA,NA,NA,NA,"97.8","755",0.0403842232815295,0.0507037392970254,0.0493755719832158,0.0422439292791847,0.0178658965004208,0.0709174219630257,0.767850690835263,0.37899612019872,0.260027257147314,0.182075568583076,0.224290363425322,0.250751297949707,0.305761347545145,0.0566903602575625,NA,0.297180854303344,NA,0.089345831746672,NA,0.214750764255244,0,0.0003283395015015,0.214750764255244,0.089345831746672,0.0003283395015015,0.00357317930008415,0.125404932508572,0.416044301665344,"C[Si]1(O[Si](O[Si](O[Si](O[Si](O[Si](O[Si](O[Si](O[Si](O[Si](O1)(C)C)(C)C)(C)C)(C)C)(C)C)(C)C)(C)C)(C)C)(C)C)C","CDNNKGWZSNSADW-UHFFFAOYSA-N"
"Cyclodecasiloxane, eicosamethyl-","EI","879","17.45",607.17334,NA,NA,NA,NA,NA,"505.10388","C20 H60 O10 Si10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.937",NA,NA,NA,NA,2500,NA,NA,NA,NA,NA,NA,"99","706",0.00202737990891789,0.00320138455783214,0.00260272755612494,NA,0.000398692754967709,0.0149620220418547,0.0937825434165497,NA,0.0258163987976168,0.0339545698158919,0.0455450465873116,0.0547400141828598,0.0294911828221347,0.00946281325231131,NA,0.0372222769280474,NA,0.001784327635117,NA,0.0178193828591106,0,0.000198723102117222,0.0178193828591106,0.001784327635117,0.000198723102117222,7.97385509935417e-05,0.0160350552239936,0.100134087090716,"C[Si]1(O[Si](O[Si](O[Si](O[Si](O[Si](O[Si](O[Si](O[Si](O[Si](O1)(C)C)(C)C)(C)C)(C)C)(C)C)(C)C)(C)C)(C)C)(C)C)C","CDNNKGWZSNSADW-UHFFFAOYSA-N"
"Cyclodecasiloxane, eicosamethyl-","EI","593","13.903",534.97076,NA,NA,NA,NA,NA,"311.09811","C20 H60 O10 Si10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.908","2401","366",NA,NA,NA,NA,NA,NA,NA,NA,NA,"99.4","550",0.00258987491179116,0.00831366556530226,0.00872666998289118,0.00721077889699637,0.00771372846545868,0.025860674101285,0.0650686276297634,0.0457598549497831,0.0084935591595491,0.00471677073131621,0.00426671297393178,0.0063372633694173,0.0442764512530181,0.0136220613157517,NA,NA,NA,0.0022959812325611,NA,0.00615447835010355,0,0.00016990108813849,0.00615447835010355,0.0022959812325611,0.00016990108813849,0.00045919624651222,0.00385849711754245,0.373058625272842,"C[Si]1(O[Si](O[Si](O[Si](O[Si](O[Si](O[Si](O[Si](O[Si](O[Si](O1)(C)C)(C)C)(C)C)(C)C)(C)C)(C)C)(C)C)(C)C)(C)C)C","CDNNKGWZSNSADW-UHFFFAOYSA-N"
"Cyclodecasiloxane, eicosamethyl-","EI","286","10.538",532.99158,NA,NA,NA,NA,NA,"147.06567","C20 H60 O10 Si10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.949","1923","112",NA,NA,51475,NA,NA,NA,NA,NA,NA,"98.6","772",2.05172760767798,2.61565699422753,2.50633913220457,2.34598104126903,2.51799000399542,2.02540301302866,14.8350102120831,11.0604372145336,3.22247227842234,2.29140957385575,2.90245102760649,3.39696009642441,9.5463515395839,1.29677137131972,NA,6.42758767322913,NA,3.19449841051216,NA,4.88741885652958,0,0.002680116645942,4.88741885652958,3.19449841051216,0.002680116645942,0.259354274263944,1.69292044601742,0.653616664396242,"C[Si]1(O[Si](O[Si](O[Si](O[Si](O[Si](O[Si](O[Si](O[Si](O[Si](O1)(C)C)(C)C)(C)C)(C)C)(C)C)(C)C)(C)C)(C)C)(C)C)C","CDNNKGWZSNSADW-UHFFFAOYSA-N"
"Cyclodecasiloxane, eicosamethyl-","EI","602","14.02",532.99158,NA,NA,NA,NA,NA,"476.00311","C20 H60 O10 Si10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.903","2421","386",NA,NA,NA,NA,NA,NA,NA,NA,NA,"99.2","531",5.63120960332378e-05,0.000155006465317374,0.000177603502146837,7.34239869955526e-05,0.00395734139311692,0.0355063034596628,0.04854559877455,0.0366880433495485,NA,NA,NA,NA,0.0311451401889458,0.0198032113702013,NA,0.0251324782030198,NA,0.00216618002083392,NA,0.00891396948323661,0,0,0.00891396948323661,0.00216618002083392,0,1.12624192066476e-05,0.00674778946240269,0.24300958455238,"C[Si]1(O[Si](O[Si](O[Si](O[Si](O[Si](O[Si](O[Si](O[Si](O[Si](O1)(C)C)(C)C)(C)C)(C)C)(C)C)(C)C)(C)C)(C)C)(C)C)C","CDNNKGWZSNSADW-UHFFFAOYSA-N"
"Cyclodecasiloxane, eicosamethyl-","EI","550","13.489",547.04272,NA,NA,NA,NA,NA,"504.10764","C20 H60 O10 Si10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.901","2333","298",NA,NA,5078,NA,NA,NA,NA,NA,NA,"99.4","515",0.147301031536965,0.178847270541155,0.170322863281888,0.145143628825308,0.103659576022658,0.195566700883564,1.6167722827045,1.21227532898456,0.495607440015572,0.319944703650223,0.39098069929126,0.428792024446776,0.848384732678885,0.13325828570048,NA,0.705038777359244,NA,0.246108466097135,NA,0.511646283254798,0,0.000883066829818738,0.511646283254798,0.246108466097135,0.000883066829818738,0.0207319152045317,0.265537817157663,0.481012907064496,"C[Si]1(O[Si](O[Si](O[Si](O[Si](O[Si](O[Si](O[Si](O[Si](O[Si](O1)(C)C)(C)C)(C)C)(C)C)(C)C)(C)C)(C)C)(C)C)(C)C)C","CDNNKGWZSNSADW-UHFFFAOYSA-N"
"Cyclodecasiloxane, eicosamethyl-","EI","480","12.645",534.9707,NA,NA,NA,NA,NA,"429.08871","C20 H60 O10 Si10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.927","2199","164",NA,NA,152056,NA,NA,NA,NA,NA,NA,"96.4","705",2.57253586609845,2.86958614293707,2.79495633286611,2.53329542652579,2.27970932501628,2.93906804465248,22.3886380849913,16.2223563348426,6.18410405522188,4.03067742263125,4.83428784652235,5.19851356739278,13.1143038825317,2.05714771278647,NA,9.39020905724733,NA,4.32016813546831,NA,7.53092530286789,0,0.00864974540738015,7.53092530286789,4.32016813546831,0.00864974540738015,0.411429542557294,3.21075716739958,0.573657015801647,"C[Si]1(O[Si](O[Si](O[Si](O[Si](O[Si](O[Si](O[Si](O[Si](O[Si](O1)(C)C)(C)C)(C)C)(C)C)(C)C)(C)C)(C)C)(C)C)(C)C)C","CDNNKGWZSNSADW-UHFFFAOYSA-N"
"Cyclodecasiloxane, eicosamethyl-","EI","854","16.788",594.9375,NA,NA,NA,NA,NA,"222.08408","C20 H60 O10 Si10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.935","2963","928",NA,NA,NA,NA,NA,NA,NA,NA,NA,"96.8","737",0.0104834632993558,0.0175159345702895,0.0174953965161967,0.0199198637455366,0.00385788045288945,0.165099756606827,0.533096601443065,0.203372275477814,0.197717760767334,0.205632728272161,0.275555353234677,0.317124666265059,0.182757469694118,0.0753735570269658,NA,0.291161511752413,NA,0.0229457384021902,NA,0.132776545623435,0,0.000440541452669183,0.132776545623435,0.0229457384021902,0.000440541452669183,0.00077157609057789,0.109830807221245,0.172814696258676,"C[Si]1(O[Si](O[Si](O[Si](O[Si](O[Si](O[Si](O[Si](O[Si](O[Si](O1)(C)C)(C)C)(C)C)(C)C)(C)C)(C)C)(C)C)(C)C)(C)C)C","CDNNKGWZSNSADW-UHFFFAOYSA-N"
"Cyclodecasiloxane, eicosamethyl-","EI","624","14.251",503.10809,NA,NA,NA,NA,NA,"295.10321","C20 H60 O10 Si10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.934","2463","428",NA,NA,1696,NA,NA,NA,NA,NA,NA,"96.2","743",0.178081069146896,0.193627961891409,0.204072692627864,0.179597378106136,0.102810401875196,0.250863055632962,2.31312590039572,1.38348290941659,0.778061451901184,0.500156085995604,0.662845766576232,0.709010386398453,1.21585642253108,0.264180891772776,NA,1.08226161491162,NA,0.360085294498604,NA,0.726931716314994,0,0.000977854332769825,0.726931716314994,0.360085294498604,0.000977854332769825,0.0205620803750393,0.36684642181639,0.495349544416593,"C[Si]1(O[Si](O[Si](O[Si](O[Si](O[Si](O[Si](O[Si](O[Si](O[Si](O1)(C)C)(C)C)(C)C)(C)C)(C)C)(C)C)(C)C)(C)C)(C)C)C","CDNNKGWZSNSADW-UHFFFAOYSA-N"
"Cyclodecasiloxane, eicosamethyl-","EI","911","18.277",607.17334,NA,NA,NA,NA,NA,"222.08408","C20 H60 O10 Si10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.914",NA,NA,NA,NA,7441,NA,NA,NA,NA,NA,NA,"98.7","595",0.00246658536763288,0.00422321859157591,0.00485988232078784,0.00569362380252235,NA,0.0560017968640601,0.0959522159612427,0.0360202833303788,0.03501532144603,0.0576387689507564,0.0763687417523972,0.106479655137323,0.0278070220666948,0.0215149655060117,NA,0.0435816063490995,NA,0.00214018967383946,NA,NA,0,0.000328008847421438,0,0.00214018967383946,0.000328008847421438,0.000428037934767892,0,Inf,"C[Si]1(O[Si](O[Si](O[Si](O[Si](O[Si](O[Si](O[Si](O[Si](O[Si](O1)(C)C)(C)C)(C)C)(C)C)(C)C)(C)C)(C)C)(C)C)(C)C)C","CDNNKGWZSNSADW-UHFFFAOYSA-N"
"Cyclodecasiloxane, eicosamethyl-","EI","726","15.461",516.96039,NA,NA,NA,NA,NA,"237.07932","C20 H60 O10 Si10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.91","2690","655",NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.9","571",0.000136049446209417,0.000486489283071257,0.00077798195457985,0.000414745070821271,0.127007375700195,5.6498322498689,7.24757314100577,5.07350484684125,0.0104506971527408,0.00213517235425925,0.000479547351170536,0.000688212322114567,5.1144378007259,2.98472006412464,NA,4.76547357476254,NA,0.162571552165348,NA,1.22301775137353,0,0.000273285597171188,1.22301775137353,0.162571552165348,0.000273285597171188,2.72098892418834e-05,1.06044619920818,0.132926567895494,"C[Si]1(O[Si](O[Si](O[Si](O[Si](O[Si](O[Si](O[Si](O[Si](O[Si](O1)(C)C)(C)C)(C)C)(C)C)(C)C)(C)C)(C)C)(C)C)(C)C)C","CDNNKGWZSNSADW-UHFFFAOYSA-N"
