"InChIKey","ClassyFy_Status","Kingdom","Superclass","Class","Subclass","Parent_Level_1","Parent_Level_2","Parent_Level_3","Parent_Level_4","Parent_Level_5","Parent_Level_6"
"ZQSIJRDFPHDXIC-UHFFFAOYSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Isoflavonoids","Isoflav-2-enes","Isoflavones",NA,NA,NA,NA,NA
"ZPFXAOWNKLFJDN-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Phenylpropylamines","Phenylpropylamines",NA,NA,NA,NA,NA
"XELXKZJCZXSVKJ-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Indoles and derivatives","Carbazoles","Carbazoles",NA,NA,NA,NA,NA
"GXEKYRXVRROBEV-UHFFFAOYSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Dicarboxylic acids and derivatives","Dicarboxylic acids and derivatives",NA,NA,NA,NA,NA
"HMOMGSPWDYKCAH-CBLCVTABSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Triterpenoids","Triterpenoids",NA,NA,NA,NA,NA
"BGEBZHIAGXMEMV-UHFFFAOYSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Coumarins and derivatives","Furanocoumarins","Linear furanocoumarins","Psoralens","5-methoxypsoralens",NA,NA,NA
"XUGSROZUUURBSW-XOWTYJCDSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Tannins","Hydrolyzable tannins","Hydrolyzable tannins",NA,NA,NA,NA,NA
"CYXCYFYWIZXENQ-JXFKEZNVSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Isoflavonoids","Furanoisoflavonoids","Pterocarpans",NA,NA,NA,NA,NA
"VAOCPAMSLUNLGC-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Azoles","Imidazoles","Substituted imidazoles","Nitroimidazoles",NA,NA,NA,NA
"VVOAZFWZEDHOOU-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Biphenyls and derivatives","Biphenyls and derivatives",NA,NA,NA,NA,NA
"BTRRHXATSDHYNW-UHFFFAOYNA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Flavonoids","Biflavonoids and polyflavonoids","Biflavonoids and polyflavonoids",NA,NA,NA,NA,NA
"FGXWKSZFVQUSTL-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Benzimidazoles",NA,"Benzimidazoles",NA,NA,NA,NA,NA
"FNRBLPPAKRRBCG-QGRKPBPISA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","Phosphatidylcholines",NA,NA,NA,NA,NA
"BXRLWGXPSRYJDZ-UHFFFAOYNA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives","Alpha amino acids and derivatives","Alpha amino acids",NA,NA,NA
"JWXDRFUZDKKGDV-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Indoles and derivatives",NA,"Indoles and derivatives",NA,NA,NA,NA,NA
"XFCLFWWTDWKJAH-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Diterpenoids","Diterpenoids",NA,NA,NA,NA,NA
"ZSOKJIVTDCNBMM-UHFFFAOYSA-N","Not Found",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VIDNIVWPSMVGJV-UHFFFAOYNA-N","Completed","Organic compounds","Benzenoids","Phenanthrenes and derivatives","Hydrophenanthrenes","Hydrophenanthrenes",NA,NA,NA,NA,NA
"TXLUXHSVMYTTCI-FORVDKSSSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Bile acids, alcohols and derivatives","Hydroxy bile acids, alcohols and derivatives","Pentahydroxy bile acids, alcohols and derivatives",NA,NA,NA,NA
"QNMIPZAYHCMYSL-UHFFFAOYSA-N","Completed","Organic compounds","Organic acids and derivatives","Organic phosphoric acids and derivatives","Phosphate esters","Alkyl phosphates","Monoalkyl phosphates",NA,NA,NA,NA
"ILAQTUNYLVMXNW-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Quinolines and derivatives","Quinolones and derivatives","Hydroquinolones",NA,NA,NA,NA,NA
"OORLZFUTLGXMEF-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Azoles","Triazoles","Phenyltriazoles","Phenyl-1,2,4-triazoles",NA,NA,NA,NA
"GXPIUNZCALHVBA-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Benzenesulfonamides","Benzenesulfonamides",NA,NA,NA,NA,NA
"HRTOQFBQOFIFEE-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Lactones","Gamma butyrolactones","Gamma butyrolactones",NA,NA,NA,NA,NA
"WOCSYFBKPNKGJB-UHFFFAOYNA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Cinnamic acids and derivatives","Hydroxycinnamic acids and derivatives","Hydroxycinnamic acid esters","Coumaric acid esters",NA,NA,NA,NA
"FWVHWDSCPKXMDB-GJZGRUSLSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Diazanaphthalenes","Benzodiazines","Quinazolines",NA,NA,NA,NA,NA
"ORJVQPIHKOARKV-OAHLLOKOSA-N","Completed","Organic compounds","Alkaloids and derivatives","Aporphines",NA,"Aporphines",NA,NA,NA,NA,NA
"KWVISVAMQJWJSZ-VKROHFNGSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Steroidal alkaloids","Spirosolanes and derivatives",NA,NA,NA,NA,NA
"FAVRCIXPIVJIPN-UHFFFAOYNA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives","Alpha amino acids and derivatives","Phenylalanine and derivatives",NA,NA,NA
"VTMFDSJJVNQXLT-UHFFFAOYNA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Alcohols and polyols","Cyclic alcohols and derivatives","Cyclitols and derivatives","Quinic acids and derivatives",NA,NA,NA
"MLRIJUWUQTVDQE-UHFFFAOYNA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Glycosyl compounds","O-glycosyl compounds",NA,NA,NA,NA
"CAGLGYNQQSIUGX-SDBHATRESA-N","Completed","Organic compounds","Nucleosides, nucleotides, and analogues","Purine nucleosides",NA,"Purine nucleosides",NA,NA,NA,NA,NA
"VNQNUULCMPXFER-XDCWJTEKSA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Benzoic acids and derivatives","Benzoic acid esters","p-Hydroxybenzoic acid esters","p-Hydroxybenzoic acid alkyl esters",NA,NA,NA
"GJGRGJCMJUMZKN-UHFFFAOYNA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Benzoic acids and derivatives","Benzoic acid esters","p-Hydroxybenzoic acid esters","p-Hydroxybenzoic acid alkyl esters",NA,NA,NA
"RAGZUCNPTLULOL-UHFFFAOYNA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Alcohols and polyols","Cyclic alcohols and derivatives","Cyclitols and derivatives","Quinic acids and derivatives",NA,NA,NA
"QAPOXOGEDXIOHD-VZRGJMDUSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Sesquiterpenoids","Sesquiterpenoids",NA,NA,NA,NA,NA
"UDMBCSSLTHHNCD-KQYNXXCUSA-N","Completed","Organic compounds","Nucleosides, nucleotides, and analogues","Purine nucleotides","Purine ribonucleotides","Purine ribonucleoside monophosphates",NA,NA,NA,NA,NA
"WOPYGCANEAIOEM-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Pyrrolizines",NA,"Pyrrolizines",NA,NA,NA,NA,NA
"UJLXYODCHAELLY-XLPZGREQSA-N","Completed","Organic compounds","Nucleosides, nucleotides, and analogues","Pyrimidine nucleotides","Pyrimidine deoxyribonucleotides","Pyrimidine deoxyribonucleoside diphosphates","Pyrimidine 2'-deoxyribonucleoside diphosphates",NA,NA,NA,NA
"HYXITZLLTYIPOF-UHFFFAOYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Diterpenoids","Tanshinones, isotanshinones, and derivatives",NA,NA,NA,NA,NA
"FQPSGWSUVKBHSU-UHFFFAOYSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Carboxylic acid derivatives","Carboxylic acid amides","Primary carboxylic acid amides",NA,NA,NA,NA
"NZYSZZDSYIBYLC-UHFFFAOYSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Isoflavonoids","Hydroxyisoflavonoids","Hydroxyisoflavonoids",NA,NA,NA,NA,NA
"VGEREEWJJVICBM-UHFFFAOYSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Linear 1,3-diarylpropanoids","Chalcones and dihydrochalcones","2'-Hydroxy-dihydrochalcones",NA,NA,NA,NA,NA
"YLCJNMGKCHGJRF-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Benzophenones","Benzophenones",NA,NA,NA,NA,NA
"WKUOPGZYLRFCHJ-APDQSUQKSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene lactones","Sesquiterpene lactones",NA,NA,NA,NA,NA
"KWXCZSMMAKGXBP-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene glycosides","Iridoid O-glycosides",NA,NA,NA,NA,NA
"NQPDXQQQCQDHHW-UHFFFAOYSA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Ethers","Diarylethers",NA,NA,NA,NA,NA
"MQDDJIPAADLFAB-YAIFJCAJSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Bile acids, alcohols and derivatives","Hydroxy bile acids, alcohols and derivatives","Dihydroxy bile acids, alcohols and derivatives",NA,NA,NA,NA
"OTGQIQQTPXJQRG-UHFFFAOYSA-N","Completed","Organic compounds","Organic nitrogen compounds","Organonitrogen compounds","Amines","Alkanolamines","1,2-aminoalcohols","N-acylethanolamines",NA,NA,NA
"BUGQHORRADGONS-UHFFFAOYNA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives","Alpha amino acids and derivatives","Phenylalanine and derivatives",NA,NA,NA
"UFEHYRPBLFGEJW-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Diterpenoids","Diterpenoids",NA,NA,NA,NA,NA
"MZNIJRAPCCELQX-AWOKGZDASA-N","Completed","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Alcohols and polyols","Cyclic alcohols and derivatives","Cyclitols and derivatives","Quinic acids and derivatives",NA,NA,NA
"XTVWXHSCDJNBAW-UHFFFAOYSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides","Oligopeptides",NA,NA,NA,NA
"NOOCSNJCXJYGPE-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Trifluoromethylbenzenes","Trifluoromethylbenzenes",NA,NA,NA,NA,NA
"IXORZMNAPKEEDV-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Diterpenoids","Gibberellins","C19-gibberellins","C19-gibberellin 6-carboxylic acids",NA,NA,NA
"YQFJJDSGBAAUPW-UHFFFAOYSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives","Alpha amino acids and derivatives","N-acyl-alpha amino acids and derivatives",NA,NA,NA
"HMJJWFFZRCLIDN-UHFFFAOYSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Tricarboxylic acids and derivatives","Tricarboxylic acids and derivatives",NA,NA,NA,NA,NA
"DZKBRKKSFHBYIN-BHHLKMBKSA-N","Completed","Organic compounds","Benzenoids","Naphthalenes","Naphthalenecarboxylic acids and derivatives","Naphthalenecarboxylic acids and derivatives",NA,NA,NA,NA,NA
"ZIUSSTSXXLLKKK-KOBPDPAPSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Diarylheptanoids","Linear diarylheptanoids","Curcuminoids",NA,NA,NA,NA,NA
"HVAUUPRFYPCOCA-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","1-alkyl,2-acylglycero-3-phosphocholines","1-alkyl,2-acetylglycero-3-phosphocholines",NA,NA,NA,NA
"ORRFIXSGNXBETO-WQNYIDMUSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Monoterpenoids","Bicyclic monoterpenoids",NA,NA,NA,NA,NA
"OOGJQPCLVADCPB-UHFFFAOYNA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Diphenylmethanes","Diphenylmethanes",NA,NA,NA,NA,NA
"GMBQZIIUCVWOCD-PUHUBZITSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Triterpenoids","Triterpenoids",NA,NA,NA,NA,NA
"ADEBPBSSDYVVLD-UHFFFAOYNA-N","Completed","Organic compounds","Organoheterocyclic compounds","Piperidines","Benzylpiperidines","N-benzylpiperidines",NA,NA,NA,NA,NA
"OTKJDMGTUTTYMP-UHFFFAOYNA-N","Completed","Organic compounds","Organic nitrogen compounds","Organonitrogen compounds","Amines","Alkanolamines","1,2-aminoalcohols",NA,NA,NA,NA
"NPBNRBWMDNZEBN-YTEKVJICSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Bile acids, alcohols and derivatives","Hydroxy bile acids, alcohols and derivatives","Monohydroxy bile acids, alcohols and derivatives",NA,NA,NA,NA
"PCASZNXKLGTEGB-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Diterpenoids","Tigliane and ingenane diterpenoids","Phorbol esters",NA,NA,NA,NA
"SLMFLTPPPXRYHP-UHFFFAOYNA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Diterpenoids","Colensane and clerodane diterpenoids",NA,NA,NA,NA,NA
"DBEFONQGRSUFQO-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Phenol esters",NA,"Phenol esters",NA,NA,NA,NA,NA
"XJTWLFBHBFSVRS-UHFFFAOYNA-N","Completed","Organic compounds","Alkaloids and derivatives","Macroline alkaloids",NA,"Macroline alkaloids",NA,NA,NA,NA,NA
"RMFZYEBIQCUWPE-UHFFFAOYSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives","Alpha amino acids and derivatives","Glutamic acid and derivatives",NA,NA,NA
"PRUGWHGQBHEDAX-QXONSOMPSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Benzopyrazoles","Indazoles","Indazoles",NA,NA,NA,NA,NA
"CMQOSWNHMUHIJJ-VZUCSPMQSA-N","Not Found",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NNPWRKSGORGTIM-HCCKYKKOSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Eicosanoids","Hydroxyeicosatetraenoic acids",NA,NA,NA,NA,NA
"XCCTYIAWTASOJW-UHFFFAOYNA-N","Completed","Organic compounds","Nucleosides, nucleotides, and analogues","Pyrimidine nucleotides","Pyrimidine ribonucleotides","Pyrimidine ribonucleoside diphosphates",NA,NA,NA,NA,NA
"QQVDJLLNRSOCEL-UHFFFAOYSA-N","Completed","Organic compounds","Organic acids and derivatives","Organic phosphonic acids and derivatives","Organic phosphonic acids","Organic phosphonic acids",NA,NA,NA,NA,NA
"UCEJEFLWKHDVEE-UHFFFAOYSA-N","Not Found",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPGPUDJMXMJNCU-MNNMKWMVSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Lactones","Gamma butyrolactones","Gamma butyrolactones",NA,NA,NA,NA,NA
"COESHZUDRKCEPA-ZETCQYMHSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives","Alpha amino acids and derivatives","Tyrosine and derivatives",NA,NA,NA
"CTXQVLLVFBNZKL-YVEDVMJTSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Tricarboxylic acids and derivatives","Tricarboxylic acids and derivatives",NA,NA,NA,NA,NA
"WENNXORDXYGDTP-NIDIBBFBSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene glycosides","Triterpene glycosides","Triterpene saponins",NA,NA,NA,NA
"XQDCKJKKMFWXGB-UHFFFAOYSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Isoflavonoids","Coumestans","Coumestans",NA,NA,NA,NA,NA
"HXJDWCWJDCOHDG-UHFFFAOYNA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides","Oligopeptides",NA,NA,NA,NA
"ZGUNAGUHMKGQNY-UHFFFAOYNA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives","Alpha amino acids and derivatives","Alpha amino acids",NA,NA,NA
"HLEKOHRJHVCEKY-UHFFFAOYNA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives","Alpha amino acids and derivatives","Glutamic acid and derivatives",NA,NA,NA
"QEGVVEOAVNHRAA-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Benzoic acids and derivatives","Benzoic acids","2-pyrimidinylthiobenzoic acids",NA,NA,NA,NA
"ISMTYWQWKQRTNM-UHFFFAOYNA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Diarylheptanoids","Linear diarylheptanoids","Linear diarylheptanoids",NA,NA,NA,NA,NA
"HZFIZEFIKOIHGY-UHFFFAOYSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Depsides and depsidones",NA,"Depsides and depsidones",NA,NA,NA,NA,NA
"FZSYYVOKNJZJTF-UHFFFAOYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acyl glycosides","Fatty acyl glycosides of mono- and disaccharides",NA,NA,NA,NA,NA
"PPBRXRYQALVLMV-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Styrenes","Styrenes",NA,NA,NA,NA,NA
"YEDUAINPPJYDJZ-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Benzothiazoles",NA,"Benzothiazoles",NA,NA,NA,NA,NA
"FXTIJAICHVLKMU-BZNNQRQSSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Diterpenoids","Tigliane and ingenane diterpenoids",NA,NA,NA,NA,NA
"NTJOBXMMWNYJFB-UHFFFAOYNA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Benzoic acids and derivatives","Aminobenzoic acids and derivatives","Aminobenzamides",NA,NA,NA,NA
"TYZROVQLWOKYKF-UHFFFAOYNA-N","Completed","Organic compounds","Organoheterocyclic compounds","Oxazinanes","Morpholines","Phenylmorpholines",NA,NA,NA,NA,NA
"HWFPEKMIHWSKHB-UHFFFAOYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Medium-chain fatty acids",NA,NA,NA,NA,NA
"YKFPTZQQQWHKIG-OWOJBTEDSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Alpha-halocarboxylic acids and derivatives","Alpha-halocarboxylic acids",NA,NA,NA,NA,NA
"FUGYGGDSWSUORM-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Styrenes","Styrenes",NA,NA,NA,NA,NA
"VEVZSMAEJFVWIL-UHFFFAOYSA-O","Completed","Organic compounds","Phenylpropanoids and polyketides","Flavonoids","Hydroxyflavonoids","7-hydroxyflavonoids",NA,NA,NA,NA,NA
"IXAQOQZEOGMIQS-YUMLLTTFSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Eicosanoids","Hydroxyeicosatetraenoic acids",NA,NA,NA,NA,NA
"TUHVEAJXIMEOSA-UHFFFAOYSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives","Gamma amino acids and derivatives",NA,NA,NA,NA
"UGQMRVRMYYASKQ-KQYNXXCUSA-N","Completed","Organic compounds","Nucleosides, nucleotides, and analogues","Purine nucleosides",NA,"Purine nucleosides",NA,NA,NA,NA,NA
"XIWXUSFCUBAMFH-HWKANZROSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Cinnamic acids and derivatives","Hydroxycinnamic acids and derivatives","Coumaric acids and derivatives",NA,NA,NA,NA,NA
"RNVUDWOQYYWXBJ-UHFFFAOYNA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Flavonoids","Flavonoid glycosides","Flavonoid O-glycosides","Flavonoid-3-O-glycosides",NA,NA,NA,NA
"GWEGFCVAOPNYPT-UHFFFAOYSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Naphthofurans",NA,"Naphthofurans",NA,NA,NA,NA,NA
"OQANPHBRHBJGNZ-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Benzenesulfonamides","Benzenesulfonamides",NA,NA,NA,NA,NA
"FMCBIXROZWHXRU-UHFFFAOYNA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Diarylheptanoids","Linear diarylheptanoids","Linear diarylheptanoids",NA,NA,NA,NA,NA
"VRSRXLJTYQVOHC-YEJXKQKISA-N","Completed","Organic compounds","Alkaloids and derivatives","Protoberberine alkaloids and derivatives",NA,"Protoberberine alkaloids and derivatives",NA,NA,NA,NA,NA
